,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,IWH,IWD,IWA,LBH,LBD,LBA,PSH,PSD,PSA,WHH,WHD,WHA,VCH,VCD,VCA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA,PSCH,PSCD,PSCA,Unnamed: 65,Unnamed: 66,Unnamed: 67
117,E0,18/11/17,West Brom,Chelsea,0,4,A,0,3,A,J Moss,7,11,2,7,13,12,3,4,2,3,0,0,6.5,4.0,1.61,5.75,4.0,1.6,6.2,4.0,1.55,6.0,3.75,1.53,6.46,4.09,1.61,6.5,3.75,1.62,6.25,4.1,1.62,35,6.5,6.13,4.1,3.89,1.65,1.6,31,2.13,2.05,1.83,1.77,20,1.0,1.86,1.82,2.1,2.06,6.92,4.36,1.55,,,
118,E0,19/11/17,Watford,West Ham,2,0,H,1,0,H,A Marriner,17,10,7,6,13,10,3,1,1,4,0,0,2.1,3.5,3.75,2.1,3.25,3.7,2.2,3.35,3.3,2.05,3.4,3.5,2.13,3.5,3.79,2.1,3.5,3.6,2.1,3.5,3.7,35,2.2,2.1,3.52,3.42,3.8,3.61,32,1.95,1.89,1.98,1.91,20,-0.25,1.85,1.81,2.13,2.08,2.32,3.26,3.54,,,
119,E0,20/11/17,Brighton,Stoke,2,2,D,1,2,A,L Mason,9,13,3,6,13,5,6,7,1,0,0,0,2.39,3.2,3.39,2.4,3.1,3.2,2.4,3.3,2.95,2.35,3.0,3.25,2.38,3.16,3.52,2.4,3.1,3.3,2.4,3.13,3.4,34,2.45,2.38,3.3,3.11,3.52,3.27,30,2.51,2.39,1.62,1.57,19,-0.25,2.07,2.02,1.92,1.85,2.41,3.19,3.42,,,
120,E0,24/11/17,West Ham,Leicester,1,1,D,1,1,D,M Atkinson,8,7,4,2,9,12,5,5,1,1,0,0,2.7,3.39,2.75,2.75,3.3,2.6,2.5,3.3,2.85,2.7,3.3,2.7,2.74,3.32,2.82,2.75,3.2,2.75,2.7,3.4,2.75,35,2.87,2.71,3.4,3.29,2.85,2.7,31,2.05,1.98,1.9,1.83,18,0.25,1.69,1.66,2.4,2.31,2.89,3.27,2.71,,,
121,E0,25/11/17,Crystal Palace,Stoke,2,1,H,0,0,D,M Dean,10,9,5,3,9,5,5,2,1,1,0,0,2.04,3.5,4.0,2.0,3.4,3.9,2.1,3.4,3.5,2.0,3.3,3.75,2.08,3.44,4.03,2.1,3.1,4.0,2.05,3.5,4.0,35,2.13,2.04,3.5,3.35,4.03,3.85,30,2.1,2.03,1.85,1.79,18,-0.25,1.79,1.75,2.21,2.15,1.95,3.63,4.29,,,
122,E0,25/11/17,Liverpool,Chelsea,1,1,D,0,0,D,M Oliver,16,11,4,3,10,7,7,8,0,0,0,0,2.14,3.6,3.5,2.15,3.5,3.3,2.2,3.3,3.4,2.05,3.6,3.3,2.12,3.68,3.62,2.15,3.3,3.6,2.15,3.6,3.5,35,2.2,2.12,3.68,3.5,3.7,3.46,29,1.75,1.69,2.3,2.17,19,-0.25,1.86,1.83,2.11,2.06,2.21,3.59,3.45,,,
123,E0,25/11/17,Man United,Brighton,1,0,H,0,0,D,N Swarbrick,15,8,4,2,9,9,5,0,0,2,0,0,1.19,7.0,19.0,1.18,7.25,15.5,1.2,6.5,15.0,1.18,6.5,19.0,1.19,7.42,20.97,1.22,5.5,21.0,1.18,7.5,22.0,35,1.22,1.19,7.5,6.72,22.0,18.1,29,1.75,1.67,2.3,2.2,20,-2.0,2.11,2.05,1.86,1.83,1.2,7.45,19.0,,,
124,E0,25/11/17,Newcastle,Watford,0,3,A,0,2,A,C Kavanagh,12,12,2,4,8,13,6,3,1,2,0,0,2.2,3.5,3.5,2.2,3.3,3.4,2.1,3.4,3.5,2.15,3.3,3.4,2.18,3.48,3.59,2.25,3.2,3.5,2.2,3.4,3.6,35,2.33,2.2,3.5,3.34,3.6,3.42,30,2.1,2.01,1.89,1.81,19,-0.25,1.9,1.87,2.07,2.01,2.4,3.37,3.26,,,
125,E0,25/11/17,Swansea,Bournemouth,0,0,D,0,0,D,S Attwell,10,9,1,5,18,6,4,5,4,2,0,0,2.79,3.25,2.79,2.8,3.1,2.7,2.5,3.3,2.85,2.75,3.1,2.65,2.83,3.27,2.77,2.8,3.2,2.7,2.8,3.25,2.75,35,2.9,2.75,3.33,3.18,2.85,2.71,29,2.26,2.18,1.75,1.68,18,-0.25,2.41,2.34,1.68,1.64,3.01,3.3,2.6,,,
126,E0,25/11/17,Tottenham,West Brom,1,1,D,0,1,A,M Jones,24,5,5,2,10,13,8,0,1,4,0,0,1.25,6.0,16.0,1.22,6.25,13.5,1.3,5.5,9.5,1.25,5.5,13.0,1.27,6.2,14.35,1.25,5.5,15.0,1.25,6.25,13.0,35,1.3,1.25,6.25,5.83,17.0,13.89,29,1.76,1.69,2.26,2.16,19,-1.75,2.05,2.0,1.91,1.88,1.26,6.6,13.65,,,
127,E0,26/11/17,Burnley,Arsenal,0,1,A,0,0,D,L Mason,8,17,2,2,8,14,5,5,2,0,0,0,6.5,4.5,1.53,5.75,4.4,1.55,5.7,3.9,1.6,5.75,4.0,1.57,5.89,4.47,1.6,6.0,4.2,1.57,6.25,4.33,1.57,35,6.5,5.83,4.52,4.24,1.63,1.57,33,1.79,1.72,2.2,2.12,20,1.0,1.95,1.9,2.03,1.97,6.25,4.2,1.61,,,
128,E0,26/11/17,Huddersfield,Man City,1,2,A,1,0,H,C Pawson,4,14,0,5,10,10,3,7,2,3,1,0,17.0,8.0,1.18,15.0,7.25,1.18,15.0,6.5,1.2,17.0,7.0,1.18,15.5,8.24,1.2,17.0,6.5,1.2,18.0,8.0,1.18,35,19.0,15.71,8.24,7.29,1.21,1.18,27,1.51,1.46,2.88,2.65,20,2.0,2.05,2.0,1.91,1.87,17.0,8.3,1.19,,,
129,E0,26/11/17,Southampton,Everton,4,1,H,1,1,D,K Friend,17,5,5,2,6,13,7,2,0,0,0,0,1.9,3.39,4.75,1.83,3.5,4.6,2.0,3.4,3.8,1.83,3.3,4.6,1.88,3.49,4.98,1.91,3.3,4.5,1.83,3.5,5.2,34,2.0,1.87,3.5,3.39,5.2,4.64,28,2.33,2.25,1.7,1.64,18,-0.75,2.2,2.15,1.82,1.75,1.81,3.72,5.0,,,
130,E0,28/11/17,Brighton,Crystal Palace,0,0,D,0,0,D,A Marriner,10,10,4,4,13,8,10,5,2,0,0,0,2.7,3.1,3.0,2.6,3.1,2.9,2.5,3.15,2.95,2.65,3.1,2.9,2.68,3.17,3.01,2.62,3.1,2.9,2.7,3.1,3.0,35,2.75,2.64,3.17,3.07,3.05,2.93,31,2.6,2.44,1.6,1.55,19,-0.25,2.29,2.24,1.73,1.69,2.77,3.1,2.97,,,
131,E0,28/11/17,Leicester,Tottenham,2,1,H,2,0,H,A Taylor,7,18,4,6,7,10,4,9,1,2,0,0,5.0,3.89,1.75,4.75,3.75,1.75,4.7,3.7,1.75,4.75,3.9,1.75,4.86,3.98,1.78,4.8,3.75,1.75,5.0,3.9,1.75,35,5.0,4.75,4.0,3.82,1.8,1.75,29,1.85,1.77,2.14,2.05,19,0.75,1.95,1.92,2.01,1.96,5.05,3.7,1.81,,,
132,E0,28/11/17,Watford,Man United,2,4,A,0,3,A,J Moss,12,15,3,7,12,10,5,5,2,1,0,0,5.25,3.89,1.72,5.0,3.75,1.7,5.0,3.7,1.7,5.2,3.9,1.7,5.34,4.05,1.71,5.0,3.8,1.7,5.25,3.9,1.73,35,5.55,5.09,4.1,3.88,1.75,1.7,31,1.89,1.81,2.1,2.01,19,0.75,2.04,1.99,1.93,1.88,5.25,3.75,1.78,,,
133,E0,28/11/17,West Brom,Newcastle,2,2,D,1,0,H,L Probert,8,14,4,4,13,12,1,6,0,0,0,0,2.37,3.1,3.5,2.35,3.1,3.3,2.4,3.1,3.15,2.35,3.1,3.4,2.37,3.21,3.49,2.38,3.1,3.4,2.38,3.2,3.4,35,2.41,2.35,3.21,3.12,3.6,3.35,31,2.55,2.41,1.62,1.56,20,-0.25,2.02,1.99,1.93,1.9,2.47,3.1,3.41,,,
134,E0,29/11/17,Arsenal,Huddersfield,5,0,H,1,0,H,G Scott,21,7,7,2,10,12,7,2,0,1,0,0,1.19,7.5,17.0,1.18,7.0,17.0,1.2,6.5,15.0,1.2,6.5,15.0,1.23,7.23,14.43,1.2,7.0,15.0,1.2,7.0,19.0,35,1.23,1.2,7.5,6.88,19.0,14.72,29,1.54,1.49,2.65,2.56,19,-2.0,2.1,2.04,1.9,1.83,1.18,8.3,18.5,,,
135,E0,29/11/17,Bournemouth,Burnley,1,2,A,0,1,A,R East,10,10,2,4,9,11,4,6,0,1,0,0,2.0,3.39,4.33,2.0,3.3,4.1,2.1,3.3,3.6,1.95,3.25,4.0,2.0,3.39,4.47,1.95,3.4,4.2,2.0,3.4,4.33,34,2.1,1.98,3.5,3.34,4.6,4.13,28,2.28,2.19,1.72,1.67,18,-0.25,1.74,1.69,2.3,2.23,2.21,3.22,3.88,,,
136,E0,29/11/17,Chelsea,Swansea,1,0,H,0,0,D,N Swarbrick,21,2,10,0,10,7,15,1,1,0,0,0,1.18,8.0,17.0,1.19,6.75,16.5,1.2,6.5,15.0,1.18,6.5,19.0,1.2,7.85,17.11,1.2,7.0,17.0,1.18,7.5,21.0,35,1.2,1.19,8.0,7.16,21.0,16.0,31,1.59,1.53,2.6,2.45,19,-2.0,2.02,1.97,1.94,1.9,1.21,7.55,17.0,,,
137,E0,29/11/17,Everton,West Ham,4,0,H,2,0,H,M Oliver,8,7,5,3,16,6,2,6,2,1,0,0,2.37,3.29,3.29,2.3,3.3,3.2,2.2,3.35,3.3,2.25,3.25,3.1,2.33,3.38,3.39,2.3,3.3,3.3,2.38,3.3,3.4,35,2.4,2.31,3.4,3.27,3.4,3.25,30,2.1,2.02,1.88,1.79,19,-0.25,2.03,1.97,1.94,1.91,2.6,3.24,3.06,,,
138,E0,29/11/17,Man City,Southampton,2,1,H,0,0,D,P Tierney,26,7,12,2,12,11,6,5,1,1,0,0,1.19,8.0,15.0,1.17,7.5,17.0,1.17,7.5,15.0,1.18,7.0,17.0,1.2,8.2,15.02,1.2,7.0,17.0,1.2,8.0,15.0,35,1.21,1.19,8.5,7.39,19.0,14.99,29,1.44,1.41,3.15,2.87,19,-2.0,1.94,1.88,2.06,1.98,1.25,6.7,13.57,,,
139,E0,29/11/17,Stoke,Liverpool,0,3,A,0,1,A,M Atkinson,10,14,1,7,8,10,5,9,1,5,0,0,6.5,4.5,1.55,6.0,4.4,1.53,6.2,4.0,1.55,6.0,4.25,1.5,6.45,4.69,1.53,6.0,4.5,1.53,6.5,4.6,1.53,35,6.5,6.01,4.69,4.41,1.57,1.53,31,1.64,1.57,2.5,2.38,19,1.0,2.07,2.02,1.88,1.85,6.21,4.58,1.56,,,
140,E0,02/12/17,Arsenal,Man United,1,3,A,0,2,A,A Marriner,33,8,15,4,11,10,12,1,3,2,0,1,2.5,3.39,3.0,2.45,3.25,3.0,2.5,3.2,2.95,2.37,3.3,2.9,2.44,3.42,3.14,2.5,3.2,3.0,2.45,3.4,3.1,35,2.52,2.44,3.5,3.31,3.2,2.99,31,2.01,1.93,1.95,1.89,20,-0.25,2.14,2.1,1.85,1.8,2.32,3.43,3.36,,,
141,E0,02/12/17,Brighton,Liverpool,1,5,A,0,2,A,G Scott,6,12,2,6,8,7,2,2,1,0,0,0,7.5,4.5,1.5,6.25,4.5,1.5,6.5,4.2,1.5,7.0,4.2,1.5,7.58,4.55,1.5,6.5,4.5,1.5,7.5,4.5,1.5,35,7.58,6.92,4.55,4.34,1.54,1.49,30,1.85,1.77,2.12,2.05,20,1.0,2.13,2.09,1.84,1.8,7.25,4.39,1.53,,,
142,E0,02/12/17,Chelsea,Newcastle,3,1,H,2,1,H,K Friend,23,8,9,2,8,13,11,4,0,1,0,0,1.25,6.5,15.0,1.25,6.25,11.5,1.25,6.0,11.0,1.25,5.5,13.0,1.26,6.45,14.0,1.25,6.0,13.0,1.25,6.25,15.0,34,1.27,1.25,6.55,6.04,15.0,12.95,33,1.66,1.61,2.42,2.32,18,-1.75,2.05,2.0,1.95,1.88,1.24,6.65,16.5,,,
143,E0,02/12/17,Everton,Huddersfield,2,0,H,0,0,D,C Kavanagh,6,5,4,3,12,9,2,5,2,1,0,0,1.72,3.79,5.5,1.7,3.7,5.25,1.7,3.7,5.0,1.7,3.5,5.2,1.72,3.82,5.63,1.73,3.5,5.5,1.67,3.8,6.0,34,1.75,1.71,3.85,3.68,6.0,5.3,30,2.12,2.04,1.85,1.79,19,-0.75,1.95,1.91,2.03,1.97,1.86,3.52,5.01,,,
144,E0,02/12/17,Leicester,Burnley,1,0,H,1,0,H,P Tierney,16,14,3,4,3,11,10,7,0,2,0,0,1.83,3.6,5.0,1.83,3.5,4.6,1.9,3.5,4.1,1.8,3.4,4.8,1.83,3.64,5.05,1.75,3.6,5.0,1.83,3.6,5.0,35,1.9,1.8,3.7,3.54,5.25,4.77,31,2.27,2.16,1.76,1.7,19,-0.75,2.15,2.08,1.84,1.81,2.1,3.27,4.2,,,
145,E0,02/12/17,Stoke,Swansea,2,1,H,2,1,H,C Pawson,10,10,3,3,12,10,2,6,2,0,0,0,1.95,3.39,4.5,1.95,3.3,4.25,1.9,3.5,4.1,1.91,3.3,4.25,1.96,3.41,4.61,1.95,3.4,4.2,1.95,3.4,4.6,35,1.98,1.93,3.5,3.34,4.61,4.36,30,2.3,2.19,1.74,1.68,19,-0.5,1.96,1.93,1.99,1.96,1.81,3.68,5.13,,,
146,E0,02/12/17,Watford,Tottenham,1,1,D,1,1,D,M Atkinson,6,8,2,2,16,8,7,2,4,1,0,1,5.0,4.0,1.72,4.75,3.9,1.72,4.5,3.6,1.8,4.75,3.9,1.67,5.14,4.18,1.7,5.0,3.8,1.73,5.0,4.1,1.73,35,5.3,4.9,4.2,3.93,1.8,1.7,30,1.75,1.69,2.26,2.18,19,0.75,2.02,1.99,1.94,1.89,5.26,4.44,1.65,,,
147,E0,02/12/17,West Brom,Crystal Palace,0,0,D,0,0,D,M Oliver,20,10,6,2,11,10,3,7,3,1,0,0,2.5,3.2,3.2,2.5,3.1,3.1,2.5,3.1,3.0,2.4,3.0,3.1,2.52,3.17,3.25,2.5,3.1,3.1,2.5,3.2,3.2,35,2.57,2.47,3.2,3.1,3.35,3.12,33,2.51,2.39,1.62,1.57,20,-0.25,2.15,2.1,1.83,1.8,2.73,3.1,3.02,,,
148,E0,03/12/17,Bournemouth,Southampton,1,1,D,1,0,H,J Moss,16,15,5,4,6,12,5,4,2,1,0,0,2.89,3.25,2.39,2.95,3.1,2.55,2.7,3.2,2.7,3.0,3.1,2.45,3.16,3.22,2.54,3.0,3.1,2.6,3.1,3.25,2.5,35,3.16,2.98,3.3,3.17,2.7,2.51,30,2.25,2.16,1.74,1.69,18,0.25,1.81,1.78,2.2,2.13,3.62,3.29,2.27,,,
149,E0,03/12/17,Man City,West Ham,2,1,H,0,1,A,M Dean,24,7,8,4,5,7,10,4,2,2,0,0,1.08,11.0,21.0,1.1,10.5,21.0,1.12,9.0,20.0,1.09,11.0,29.0,1.12,13.0,19.5,1.11,10.0,23.0,1.07,12.0,26.0,35,1.13,1.1,13.0,10.73,29.0,22.34,28,1.25,1.24,4.33,3.88,19,-2.75,2.0,1.96,1.95,1.92,1.11,12.5,26.0,,,
150,E0,09/12/17,Burnley,Watford,1,0,H,1,0,H,L Probert,8,11,5,2,10,12,3,5,1,0,0,1,2.6,3.25,3.0,2.45,3.2,3.0,2.4,3.2,3.05,2.5,3.1,3.0,2.62,3.26,3.03,2.5,3.2,2.88,2.6,3.2,3.1,38,2.63,2.53,3.3,3.18,3.1,2.98,32,2.38,2.27,1.69,1.64,23,-0.25,2.21,2.13,1.8,1.76,2.85,3.23,2.78,,,
151,E0,09/12/17,Crystal Palace,Bournemouth,2,2,D,2,2,D,K Friend,24,11,8,5,14,14,6,3,5,2,0,0,2.04,3.5,4.0,2.0,3.4,3.9,2.1,3.3,3.6,2.0,3.25,3.8,2.04,3.47,4.16,1.91,3.4,4.0,2.1,3.5,3.7,38,2.1,2.01,3.53,3.41,4.16,3.89,32,2.13,2.08,1.81,1.75,23,-0.25,1.78,1.73,2.24,2.16,1.97,3.62,4.23,,,
152,E0,09/12/17,Huddersfield,Brighton,2,0,H,2,0,H,S Attwell,19,7,6,2,6,10,8,1,0,0,0,0,2.7,3.1,3.0,2.55,3.0,3.1,2.6,3.2,2.8,2.55,2.9,3.0,2.69,3.02,3.15,2.62,2.9,3.0,2.7,3.0,3.13,38,2.73,2.63,3.2,2.97,3.2,3.04,34,3.01,2.78,1.47,1.43,23,-0.25,2.28,2.19,1.75,1.71,2.73,2.91,3.22,,,
153,E0,09/12/17,Newcastle,Leicester,2,3,A,1,1,D,N Swarbrick,10,13,4,5,10,9,6,5,2,1,0,0,2.62,3.29,2.89,2.55,3.2,2.9,2.7,3.3,2.6,2.5,3.25,2.8,2.64,3.32,2.95,2.5,3.25,2.8,2.63,3.3,2.9,38,2.7,2.58,3.35,3.24,2.95,2.85,32,2.05,2.0,1.87,1.82,23,-0.25,2.28,2.19,1.77,1.71,2.61,3.27,3.02,,,
154,E0,09/12/17,Swansea,West Brom,1,0,H,0,0,D,M Dean,18,7,3,1,8,18,6,3,2,5,0,0,2.7,3.1,3.0,2.6,3.0,3.0,2.6,3.1,2.85,2.6,2.9,2.9,2.74,3.04,3.08,2.6,3.0,2.9,2.7,3.0,3.1,38,2.75,2.65,3.1,2.99,3.15,2.99,34,2.8,2.63,1.53,1.48,23,-0.25,2.3,2.22,1.74,1.69,2.84,2.96,3.03,,,
155,E0,09/12/17,Tottenham,Stoke,5,1,H,1,0,H,R East,20,4,11,3,12,9,12,6,1,0,0,0,1.28,6.5,11.0,1.26,6.0,11.5,1.3,5.5,9.5,1.28,5.5,11.0,1.3,6.24,10.68,1.25,6.0,11.0,1.29,6.25,11.0,38,1.31,1.28,6.5,5.93,12.0,10.61,33,1.57,1.51,2.65,2.54,23,-1.75,2.06,2.0,1.9,1.86,1.28,6.45,11.7,,,
156,E0,09/12/17,West Ham,Chelsea,1,0,H,1,0,H,A Taylor,5,19,2,2,10,10,4,3,6,1,0,0,7.5,4.5,1.5,7.25,4.5,1.45,6.2,4.0,1.55,7.0,4.2,1.5,7.45,4.67,1.49,7.0,4.0,1.5,7.5,4.6,1.5,37,7.5,6.98,4.67,4.4,1.55,1.49,30,1.91,1.8,2.1,2.02,23,1.0,2.16,2.09,1.83,1.78,7.55,4.68,1.48,,,
157,E0,10/12/17,Liverpool,Everton,1,1,D,1,0,H,C Pawson,23,3,3,2,8,11,12,1,1,3,0,0,1.3,6.0,11.0,1.3,5.5,10.0,1.4,5.0,7.0,1.28,5.5,11.0,1.29,6.28,11.6,1.3,5.0,10.0,1.29,6.0,10.0,37,1.4,1.29,6.29,5.77,12.0,10.37,30,1.52,1.48,2.8,2.62,23,-1.75,2.05,1.99,1.91,1.86,1.37,5.25,9.95,,,
158,E0,10/12/17,Man United,Man City,1,2,A,1,1,D,M Oliver,8,14,5,7,16,10,2,8,4,2,0,0,3.39,3.5,2.25,3.3,3.6,2.15,3.15,3.3,2.3,3.2,3.4,2.15,3.44,3.56,2.23,3.3,3.4,2.15,3.3,3.5,2.25,38,3.5,3.32,3.6,3.45,2.3,2.2,33,1.9,1.83,2.04,1.98,23,0.25,2.01,1.94,1.98,1.92,3.42,3.57,2.23,,,
159,E0,10/12/17,Southampton,Arsenal,1,1,D,1,0,H,R Madley,6,11,3,6,12,10,4,5,2,2,0,0,4.0,3.75,1.95,4.0,3.6,1.91,3.8,3.4,2.0,3.75,3.5,1.95,3.85,3.79,2.01,3.8,3.6,1.91,4.0,3.7,1.95,38,4.2,3.85,3.8,3.6,2.03,1.95,32,1.85,1.8,2.12,2.02,22,0.25,2.27,2.19,1.75,1.71,4.2,3.8,1.93,,,
160,E0,12/12/17,Burnley,Stoke,1,0,H,0,0,D,M Jones,10,14,2,7,6,14,6,4,0,0,0,0,2.29,3.2,3.6,2.25,3.1,3.5,2.4,3.2,3.05,2.25,3.2,3.6,2.3,3.25,3.6,2.3,3.1,3.3,2.25,3.2,3.75,38,2.4,2.26,3.3,3.17,3.75,3.48,33,2.48,2.38,1.62,1.58,24,-0.25,1.96,1.91,2.01,1.95,2.4,3.23,3.4,,,
161,E0,12/12/17,Crystal Palace,Watford,2,1,H,0,1,A,L Mason,14,7,4,2,14,18,4,6,2,1,0,1,2.29,3.5,3.25,2.25,3.4,3.25,2.4,3.1,3.15,2.3,3.5,3.2,2.29,3.51,3.34,2.25,3.5,3.25,2.3,3.5,3.3,38,2.4,2.26,3.6,3.45,3.35,3.21,33,1.91,1.84,2.05,1.98,24,-0.25,2.0,1.94,1.97,1.92,2.27,3.53,3.39,,,
162,E0,12/12/17,Huddersfield,Chelsea,1,3,A,0,2,A,A Marriner,7,12,2,5,11,4,1,3,0,0,0,0,9.0,4.5,1.44,8.5,4.33,1.42,7.5,4.8,1.4,8.5,4.4,1.44,8.36,4.68,1.46,9.0,4.6,1.4,8.5,4.6,1.45,38,9.0,8.31,4.8,4.43,1.48,1.44,33,2.03,1.95,1.95,1.88,23,1.25,1.86,1.83,2.1,2.03,9.21,4.48,1.45,,,
163,E0,13/12/17,Liverpool,West Brom,0,0,D,0,0,D,P Tierney,14,6,5,1,16,6,5,7,1,0,0,0,1.22,7.0,15.0,1.2,7.0,13.5,1.25,6.0,11.0,1.2,6.5,15.0,1.23,7.25,14.75,1.2,7.0,15.0,1.22,7.0,13.0,37,1.25,1.21,7.25,6.69,15.25,13.99,33,1.56,1.52,2.62,2.53,24,-2.0,2.12,2.05,1.85,1.81,1.21,7.8,15.75,,,
164,E0,13/12/17,Man United,Bournemouth,1,0,H,1,0,H,G Scott,9,14,2,7,14,12,4,9,1,2,0,0,1.28,6.0,12.0,1.26,5.75,11.5,1.25,6.0,11.0,1.28,5.5,12.0,1.29,6.26,11.64,1.29,5.5,12.0,1.29,6.0,13.0,38,1.3,1.28,6.35,5.75,13.0,11.73,29,1.67,1.63,2.39,2.27,22,-1.75,2.12,2.05,1.85,1.8,1.3,6.2,11.05,,,
165,E0,13/12/17,Newcastle,Everton,0,1,A,0,1,A,M Atkinson,16,7,4,4,10,11,4,1,1,2,1,0,2.39,3.29,3.25,2.35,3.2,3.25,2.6,3.3,2.7,2.35,3.2,3.1,2.41,3.29,3.32,2.4,3.2,3.2,2.4,3.4,3.2,38,2.6,2.38,3.4,3.25,3.35,3.17,33,2.2,2.11,1.8,1.73,24,-0.25,2.08,2.02,1.88,1.84,2.19,3.32,3.81,,,
166,E0,13/12/17,Southampton,Leicester,1,4,A,0,3,A,C Kavanagh,12,16,4,11,13,9,9,9,1,0,0,0,2.1,3.39,3.89,2.05,3.4,3.7,2.05,3.35,3.7,2.05,3.3,3.7,2.1,3.45,3.95,2.05,3.4,3.8,2.1,3.4,3.9,38,2.12,2.06,3.5,3.39,4.18,3.78,33,2.11,2.04,1.85,1.79,23,-0.25,1.82,1.77,2.17,2.1,1.94,3.49,4.56,,,
167,E0,13/12/17,Swansea,Man City,0,4,A,0,2,A,A Taylor,7,23,3,10,12,6,2,5,0,0,0,0,15.0,6.5,1.25,13.0,6.5,1.22,11.0,6.0,1.25,13.0,6.0,1.22,13.5,6.85,1.25,13.0,6.0,1.25,15.0,6.5,1.25,38,15.0,13.07,7.0,6.23,1.27,1.24,33,1.55,1.49,2.75,2.6,23,2.0,1.8,1.72,2.26,2.15,13.0,7.15,1.24,,,
168,E0,13/12/17,Tottenham,Brighton,2,0,H,1,0,H,R Madley,25,7,8,4,5,10,10,2,1,1,0,0,1.25,6.5,15.0,1.25,6.0,12.5,1.27,6.0,10.0,1.22,5.8,13.0,1.25,6.8,13.55,1.25,6.0,13.0,1.25,6.5,15.0,38,1.27,1.24,6.8,6.18,16.0,13.29,33,1.68,1.62,2.4,2.29,23,-1.75,1.95,1.89,2.02,1.97,1.22,7.2,16.5,,,
169,E0,13/12/17,West Ham,Arsenal,0,0,D,0,0,D,J Moss,6,22,0,3,9,9,1,7,1,0,0,0,5.25,4.2,1.66,5.25,4.2,1.62,5.0,4.0,1.65,5.2,4.0,1.61,5.36,4.44,1.65,5.5,4.0,1.65,5.4,4.3,1.65,38,5.5,5.26,4.45,4.15,1.67,1.64,32,1.72,1.66,2.3,2.21,23,0.75,2.14,2.07,1.83,1.79,5.45,4.26,1.66,,,
170,E0,16/12/17,Arsenal,Newcastle,1,0,H,1,0,H,S Attwell,23,10,5,2,13,9,7,5,2,1,0,0,1.25,6.5,14.0,1.26,5.75,12.0,1.25,6.0,11.0,1.25,6.0,13.0,1.27,6.8,11.75,1.25,6.0,13.0,1.25,6.5,15.0,35,1.29,1.25,6.8,6.15,15.0,12.08,30,1.5,1.46,2.89,2.71,20,-1.75,1.97,1.9,2.02,1.96,1.26,6.9,12.45,,,
171,E0,16/12/17,Brighton,Burnley,0,0,D,0,0,D,C Kavanagh,12,11,2,6,13,13,8,2,4,2,0,0,2.62,3.0,3.2,2.55,2.9,3.2,2.65,3.3,2.65,2.45,2.9,3.1,2.62,2.95,3.34,2.62,2.9,3.2,2.55,3.0,3.3,35,2.7,2.56,3.3,2.93,3.4,3.2,31,3.0,2.8,1.48,1.44,21,-0.25,2.2,2.13,1.81,1.77,2.5,2.89,3.64,,,
172,E0,16/12/17,Chelsea,Southampton,1,0,H,1,0,H,R East,24,6,8,2,8,16,8,4,1,3,0,0,1.39,5.0,9.0,1.36,5.0,8.5,1.4,4.8,7.5,1.4,4.6,8.5,1.41,5.1,8.78,1.36,5.0,9.0,1.36,5.0,10.0,35,1.42,1.38,5.2,4.86,10.0,8.55,33,1.76,1.72,2.2,2.13,20,-1.25,1.93,1.87,2.05,1.99,1.4,5.09,9.0,,,
173,E0,16/12/17,Leicester,Crystal Palace,0,3,A,0,2,A,M Atkinson,11,13,2,6,12,13,6,4,2,2,1,0,1.89,3.6,4.5,1.87,3.6,4.25,1.85,3.5,4.3,1.83,3.5,4.2,1.88,3.7,4.55,1.91,3.5,4.33,1.87,3.7,4.5,35,1.92,1.88,3.7,3.57,4.55,4.34,34,1.99,1.92,1.99,1.91,19,-0.75,2.2,2.12,1.82,1.76,1.77,3.85,5.1,,,
174,E0,16/12/17,Man City,Tottenham,4,1,H,1,0,H,C Pawson,20,7,11,2,13,20,5,1,2,4,0,0,1.55,4.59,6.0,1.5,4.6,6.0,1.5,4.2,6.5,1.53,4.25,5.75,1.57,4.6,6.0,1.53,4.5,6.0,1.55,4.6,6.25,35,1.59,1.54,4.75,4.45,6.5,5.8,31,1.58,1.54,2.6,2.48,21,-1.0,1.96,1.89,2.02,1.97,1.64,4.41,5.41,,,
175,E0,16/12/17,Stoke,West Ham,0,3,A,0,1,A,G Scott,17,14,0,7,12,13,7,9,2,1,0,0,2.29,3.29,3.5,2.2,3.3,3.4,2.2,3.3,3.4,2.2,3.2,3.3,2.31,3.35,3.46,2.3,3.3,3.3,2.3,3.3,3.4,35,2.33,2.26,3.4,3.28,3.55,3.38,33,2.15,2.08,1.8,1.75,21,-0.25,2.0,1.94,1.98,1.93,2.46,3.26,3.26,,,
